133,116,115
115,114,133
291,269,268
289,290,268
268,290,291
314,335,315
315,290,314
333,334,314
334,335,314
314,313,333
314,290,313
202,224,203
181,202,203
182,181,203
203,183,182
20,21,204
21,183,204
204,225,20
204,224,225
183,203,204
204,203,224
223,202,222
223,224,202
247,269,248
248,225,247
225,224,247
224,223,247
41,188,189
41,40,167
41,189,40
42,188,41
167,187,41
187,42,41
212,190,211
191,190,212
192,191,212
213,192,212
212,235,213
212,211,235
267,266,289
289,268,267
244,266,267
246,268,269
269,247,246
246,247,223
246,267,268
267,246,245
222,221,245
245,223,222
245,246,223
245,221,244
244,267,245
